id,grade,subject,weekOf,instructionalWeek,status,sourceSheet,sourceRow,sourceText,reason,supportingDocuments
dcss-fy27-3-social-studies-r51,3,Social Studies,UNRESOLVED,,needs_timing_review,THIRD,51,"H3, G3c, E1, E3",Source row has content but no Week of date. Not assigned to an adjacent week.,
dcss-fy27-3-literacy-r52,3,Literacy,2027-02-22,25,needs_additional_source_material,THIRD,52,U5: Session 1-5 | U5W1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r52,3,Math,2027-02-22,25,needs_additional_source_material,THIRD,52,Unit 4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r52,3,Science,2027-02-22,25,needs_additional_source_material,THIRD,52,U2: S3P1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r52,3,Social Studies,2027-02-22,25,needs_additional_source_material,THIRD,52,"H3, G3c, E1, E3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r55,3,Literacy,2027-03-01,26,needs_additional_source_material,THIRD,55,U5: Sessions 6-9 | U5W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r55,3,Math,2027-03-01,26,needs_additional_source_material,THIRD,55,U5: 3.MDR.5.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r55,3,Science,2027-03-01,26,needs_additional_source_material,THIRD,55,U2: S3P1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r55,3,Social Studies,2027-03-01,26,needs_additional_source_material,THIRD,55,"H3, G3c, E1, E3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r56,3,Literacy,2027-03-08,27,needs_additional_source_material,THIRD,56,U5: Sessions 10-14 | U5W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r56,3,Math,2027-03-08,27,needs_additional_source_material,THIRD,56,U5: 3.MDR.5.2 ★ MUC-5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r56,3,Science,2027-03-08,27,needs_additional_source_material,THIRD,56,U2: S3P1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r56,3,Social Studies,2027-03-08,27,needs_additional_source_material,THIRD,56,"CG1, CG2","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r57,3,Literacy,2027-03-15,28,needs_additional_source_material,THIRD,57,U5: Sessions 15-20 | U5W4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r57,3,Math,2027-03-15,28,needs_additional_source_material,THIRD,57,U5: 3.MDR.5.5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r57,3,Science,2027-03-15,28,needs_additional_source_material,THIRD,57,U3: S3L2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r57,3,Social Studies,2027-03-15,28,needs_additional_source_material,THIRD,57,"CG1, CG2","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r58,3,Literacy,2027-03-22,29,needs_additional_source_material,THIRD,58,U5: Sessions 21-24 | U5W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r58,3,Math,2027-03-22,29,needs_additional_source_material,THIRD,58,U5: 3.MDR.5.5 ★ UA-5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r58,3,Science,2027-03-22,29,needs_additional_source_material,THIRD,58,U3: S3L2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r58,3,Social Studies,2027-03-22,29,needs_additional_source_material,THIRD,58,"CG1, CG2","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r59,3,Literacy,2027-03-29,30,needs_additional_source_material,THIRD,59,U5: Sessions 25-30 | U5W6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r59,3,Math,2027-03-29,30,needs_additional_source_material,THIRD,59,U6: 3.GSR.6.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r59,3,Science,2027-03-29,30,needs_additional_source_material,THIRD,59,U3: S3L2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r59,3,Social Studies,2027-03-29,30,needs_additional_source_material,THIRD,59,"CG1, CG2","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r63,3,Literacy,2027-04-12,31,needs_additional_source_material,THIRD,63,U6: Session 1-5 | U6W1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r63,3,Math,2027-04-12,31,needs_additional_source_material,THIRD,63,U6: 3.GSR.6.1 ★ MUC-6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r63,3,Science,2027-04-12,31,needs_additional_source_material,THIRD,63,U3: S3L2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r63,3,Social Studies,2027-04-12,31,needs_additional_source_material,THIRD,63,"CG1, CG2","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r64,3,Literacy,2027-04-19,32,needs_additional_source_material,THIRD,64,U6: Sessions 6-11 | U6W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r64,3,Math,2027-04-19,32,needs_additional_source_material,THIRD,64,U6: 3.GSR.6.2 ★ UA-6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r64,3,Science,2027-04-19,32,needs_additional_source_material,THIRD,64,U3: S3L2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r64,3,Social Studies,2027-04-19,32,needs_additional_source_material,THIRD,64,"E1, E2, E3, E4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r65,3,Literacy,2027-04-26,33,needs_additional_source_material,THIRD,65,GMAS | GMAS,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r65,3,Math,2027-04-26,33,needs_additional_source_material,THIRD,65,GMAS,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r65,3,Science,2027-04-26,33,needs_additional_source_material,THIRD,65,GMAS,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r65,3,Social Studies,2027-04-26,33,needs_additional_source_material,THIRD,65,"E1, E2, E3, E4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r66,3,Literacy,UNRESOLVED,,needs_timing_review,THIRD,66,U6W,Source row has content but no Week of date. Not assigned to an adjacent week.,
dcss-fy27-3-literacy-r68,3,Literacy,2027-05-03,34,needs_additional_source_material,THIRD,68,U6: Sessions 12-17 | U6W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r68,3,Science,2027-05-03,34,needs_additional_source_material,THIRD,68,U3: S3L2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r68,3,Social Studies,2027-05-03,34,needs_additional_source_material,THIRD,68,"E1, E2, E3, E4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r69,3,Literacy,2027-05-10,35,needs_additional_source_material,THIRD,69,U6: Sessions 18-22 | U6W4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r69,3,Science,2027-05-10,35,needs_additional_source_material,THIRD,69,U3: S3L2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r69,3,Social Studies,2027-05-10,35,needs_additional_source_material,THIRD,69,"E1, E2, E3, E4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r70,3,Literacy,2027-05-17,36,needs_additional_source_material,THIRD,70,U6: Sessions 23-25 | U6W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r70,3,Science,2027-05-17,36,needs_additional_source_material,THIRD,70,U3: S3L2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r70,3,Social Studies,2027-05-17,36,needs_additional_source_material,THIRD,70,"E1, E2, E3, E4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r12,4,Literacy,2026-08-03,1,needs_additional_source_material,FOURTH,12,U1: Sessions 1-2 | Writing Boot Camp U1W1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r12,4,Math,2026-08-03,1,needs_additional_source_material,FOURTH,12,Lesson 0,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r12,4,Science,2026-08-03,1,needs_additional_source_material,FOURTH,12,"S4E4.a, S4E2.b, S4E4.c","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r12,4,Social Studies,2026-08-03,1,needs_additional_source_material,FOURTH,12,Welcome Back ,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r13,4,Literacy,2026-08-10,2,partially_supported,FOURTH,13,U1: Sessions 3-7 | Writing Boot Camp U1W2,The cited skill supports generated drafts; other references still need source detail or review.,4th ELA Pacing Support
dcss-fy27-4-math-r13,4,Math,2026-08-10,2,partially_supported,FOURTH,13,"Unit 1: 4.NR.1.1, 4.NR.1.2",The cited skill supports generated drafts; other references still need source detail or review.,4th Math Pacing Support
dcss-fy27-4-science-r13,4,Science,2026-08-10,2,partially_supported,FOURTH,13,"S4E4.a, S4E2.b, S4E4.c",The cited skill supports generated drafts; other references still need source detail or review.,4th Science Pacing Support
dcss-fy27-4-social-studies-r13,4,Social Studies,2026-08-10,2,needs_additional_source_material,FOURTH,13,Unit 1: Connecting Themes,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r14,4,Literacy,2026-08-17,3,needs_additional_source_material,FOURTH,14,U1: Sessions 8-12 | U1W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r14,4,Math,2026-08-17,3,needs_additional_source_material,FOURTH,14,U1: 4.NR.1.3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r14,4,Science,2026-08-17,3,partially_supported,FOURTH,14,"S4E4.a, S4E2.b, S4E4.c",Cited skill supports draft questions; other references are not yet resolved.,4th Science Pacing Support
dcss-fy27-4-social-studies-r14,4,Social Studies,2026-08-17,3,needs_additional_source_material,FOURTH,14,Unit 1: Connecting Themes,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r15,4,Literacy,2026-08-24,4,needs_additional_source_material,FOURTH,15,U1: Sessions 13-18 | U1W4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r15,4,Math,2026-08-24,4,needs_additional_source_material,FOURTH,15,U1: 4.NR.1.4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r15,4,Science,2026-08-24,4,partially_supported,FOURTH,15,"S4E4.a, S4E2.b, S4E4.c",Cited skill supports draft questions; other references are not yet resolved.,4th Science Pacing Support
dcss-fy27-4-social-studies-r15,4,Social Studies,2026-08-24,4,partially_supported,FOURTH,15,Unit 2: SS4H1,The cited skill supports generated drafts; other references still need source detail or review.,4th Social Studies Pacing Support
dcss-fy27-4-literacy-r18,4,Literacy,2026-08-31,5,partially_supported,FOURTH,18,U1: Sessions 19-23 | U1W5,The cited skill supports generated drafts; other references still need source detail or review.,4th ELA Pacing Support
dcss-fy27-4-math-r18,4,Math,2026-08-31,5,partially_supported,FOURTH,18,"U1: 4.NR.2.1
",The cited skill supports generated drafts; other references still need source detail or review.,4th Math Pacing Support
dcss-fy27-4-science-r18,4,Science,2026-08-31,5,partially_supported,FOURTH,18,"S4E4.a, S4E2.b, S4E4.c",Cited skill supports draft questions; other references are not yet resolved.,4th Science Pacing Support
dcss-fy27-4-social-studies-r18,4,Social Studies,2026-08-31,5,needs_additional_source_material,FOURTH,18,Unit 2: SS4H1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r19,4,Literacy,2026-09-07,6,needs_additional_source_material,FOURTH,19,U1: Sessions 24-27 | U1W6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r19,4,Math,2026-09-07,6,needs_additional_source_material,FOURTH,19,U1: 4.NR.2.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r19,4,Science,2026-09-07,6,needs_additional_source_material,FOURTH,19,"S4E1, S4E2, S4P1.c","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r19,4,Social Studies,2026-09-07,6,needs_additional_source_material,FOURTH,19,Unit 2: SS4H1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r20,4,Literacy,2026-09-14,7,needs_additional_source_material,FOURTH,20,"U1: Sessions 28-30, U2 Sessions 1-2 | U2W1","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r20,4,Math,2026-09-14,7,needs_additional_source_material,FOURTH,20,Unit 2: 4.NR.2.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r20,4,Science,2026-09-14,7,needs_additional_source_material,FOURTH,20,"S4E1, S4E2, S4P1.c","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r20,4,Social Studies,2026-09-14,7,needs_additional_source_material,FOURTH,20,Unit 2: SS4H1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r21,4,Literacy,2026-09-21,8,needs_additional_source_material,FOURTH,21,U2: Sessions 3-7 | U2W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r21,4,Math,2026-09-21,8,needs_additional_source_material,FOURTH,21,"Unit 2: 4.PAR.3.3, 4.PAR.3.4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r21,4,Science,2026-09-21,8,needs_additional_source_material,FOURTH,21,"S4E1, S4E2, S4P1.c","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r21,4,Social Studies,2026-09-21,8,needs_additional_source_material,FOURTH,21,Unit 3: SS4H2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r22,4,Literacy,2026-09-28,9,needs_additional_source_material,FOURTH,22,U2: Sessions 8-13 | U2W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r22,4,Math,2026-09-28,9,needs_additional_source_material,FOURTH,22,Unit 2: 4.PAR.3.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r22,4,Science,2026-09-28,9,needs_additional_source_material,FOURTH,22,"S4E1, S4E2, S4P1.c","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r22,4,Social Studies,2026-09-28,9,needs_additional_source_material,FOURTH,22,Unit 3: SS4H2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r25,4,Literacy,2026-10-05,10,needs_additional_source_material,FOURTH,25,U2: Sessions 14-19 | U2W4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r25,4,Math,2026-10-05,10,needs_additional_source_material,FOURTH,25,"Unit 2: 4.NR.2.4, 4.NR.2.5","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r25,4,Science,2026-10-05,10,needs_additional_source_material,FOURTH,25,"S4E1, S4E2, S4P1.c","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r25,4,Social Studies,2026-10-05,10,needs_additional_source_material,FOURTH,25,Unit 3: SS4H2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r26,4,Science,UNRESOLVED,,needs_timing_review,FOURTH,26,"S4E1, S4E2, S4P1.c",Source row has content but no Week of date. Not assigned to an adjacent week.,
dcss-fy27-4-literacy-r27,4,Literacy,2026-10-19,11,needs_additional_source_material,FOURTH,27,U2: Sessions 20-24 | U2W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r27,4,Math,2026-10-19,11,needs_additional_source_material,FOURTH,27,Unit 3: 4.NR.2.3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r27,4,Science,2026-10-19,11,needs_additional_source_material,FOURTH,27,"S4E1, S4E2, S4P1.c","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r27,4,Social Studies,2026-10-19,11,needs_additional_source_material,FOURTH,27,Unit 3: SS4H2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r28,4,Literacy,2026-10-26,12,needs_additional_source_material,FOURTH,28,U2: Sessions 25-30 | U2W6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r28,4,Math,2026-10-26,12,needs_additional_source_material,FOURTH,28,Unit 3: 4.NR.2.3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r28,4,Science,2026-10-26,12,needs_additional_source_material,FOURTH,28,"S4E1, S4E2, S4P1.c","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r28,4,Social Studies,2026-10-26,12,needs_additional_source_material,FOURTH,28,Unit 3: SS4H2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r31,4,Literacy,2026-11-02,13,needs_additional_source_material,FOURTH,31,U3: Sessions 1-3 | U3W1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r31,4,Math,2026-11-02,13,needs_additional_source_material,FOURTH,31,Unit 3: 4.MDR.6.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r31,4,Science,2026-11-02,13,needs_additional_source_material,FOURTH,31,"S4E3, S4E4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r31,4,Social Studies,2026-11-02,13,needs_additional_source_material,FOURTH,31,Unit 4: SS4H3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r32,4,Literacy,2026-11-09,14,needs_additional_source_material,FOURTH,32,U3: Sessions 4-8 | U3W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r32,4,Math,2026-11-09,14,needs_additional_source_material,FOURTH,32,Unit 3: 4.NR.2.4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r32,4,Science,2026-11-09,14,needs_additional_source_material,FOURTH,32,"S4E3, S4E4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r32,4,Social Studies,2026-11-09,14,needs_additional_source_material,FOURTH,32,Unit 4: SS4H3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r33,4,Literacy,2026-11-16,15,needs_additional_source_material,FOURTH,33,U3: Sessions 9-13 | U3W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r33,4,Math,2026-11-16,15,needs_additional_source_material,FOURTH,33,Unit 3: 4.NR.2.4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r33,4,Science,2026-11-16,15,needs_additional_source_material,FOURTH,33,"S4E3, S4E4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r33,4,Social Studies,2026-11-16,15,needs_additional_source_material,FOURTH,33,Unit 4: SS4H3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r37,4,Literacy,2026-11-30,16,needs_additional_source_material,FOURTH,37,U3: Sessions 14-19 | U3W4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r37,4,Math,2026-11-30,16,needs_additional_source_material,FOURTH,37,Unit 4: 4.NR.4.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r37,4,Science,2026-11-30,16,needs_additional_source_material,FOURTH,37,"S4E3, S4E4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r37,4,Social Studies,2026-11-30,16,needs_additional_source_material,FOURTH,37,Unit 4: SS4H3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r38,4,Literacy,2026-12-07,17,needs_additional_source_material,FOURTH,38,U3: Sessions 20-25 | U3W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r38,4,Math,2026-12-07,17,needs_additional_source_material,FOURTH,38,"Unit 4:4.NR.4.2,4.NR.4.3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r38,4,Science,2026-12-07,17,needs_additional_source_material,FOURTH,38,"S4E3, S4E4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r38,4,Social Studies,2026-12-07,17,needs_additional_source_material,FOURTH,38,Unit 4: SS4H3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r39,4,Literacy,2026-12-14,18,needs_additional_source_material,FOURTH,39,U3: Sessions 26-30 | U3W6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r39,4,Math,2026-12-14,18,needs_additional_source_material,FOURTH,39,Unit 4: 4.NR.4.4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r39,4,Science,2026-12-14,18,needs_additional_source_material,FOURTH,39,"S4E3, S4E4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r39,4,Social Studies,2026-12-14,18,needs_additional_source_material,FOURTH,39,Unit 4: SS4H3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r45,4,Literacy,2027-01-04,19,needs_additional_source_material,FOURTH,45,U4: Sessions 1-4 | U4W1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r45,4,Math,2027-01-04,19,needs_additional_source_material,FOURTH,45,"Unit 4: 4.NR.4.4, 4.NR.4.5, 4.NR.4.6","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r45,4,Social Studies,2027-01-04,19,needs_additional_source_material,FOURTH,45,Unit 4: SS4H3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r46,4,Literacy,2027-01-11,20,needs_additional_source_material,FOURTH,46,U4: Sessions 5-10 | U4W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r46,4,Math,2027-01-11,20,needs_additional_source_material,FOURTH,46,"Unit 4: 4.NR.4.4, 4.NR.4.6","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r46,4,Science,2027-01-11,20,needs_additional_source_material,FOURTH,46,S4L1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r46,4,Social Studies,2027-01-11,20,needs_additional_source_material,FOURTH,46,Unit 4: SS4H3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r47,4,Literacy,2027-01-18,21,needs_additional_source_material,FOURTH,47,U4: Sessions 11-14 | U4W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r47,4,Math,2027-01-18,21,needs_additional_source_material,FOURTH,47,Unit 4: 4.MDR.6.3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r47,4,Science,2027-01-18,21,needs_additional_source_material,FOURTH,47,S4L1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r47,4,Social Studies,2027-01-18,21,needs_additional_source_material,FOURTH,47,Unit 5: SS4H5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r48,4,Literacy,2027-01-25,22,needs_additional_source_material,FOURTH,48,U4: Sessions 15-20 | U4W4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r48,4,Math,2027-01-25,22,needs_additional_source_material,FOURTH,48,Unit 4: 4.NR.5.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r48,4,Science,2027-01-25,22,needs_additional_source_material,FOURTH,48,S4L1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r48,4,Social Studies,2027-01-25,22,needs_additional_source_material,FOURTH,48,Unit 5: SS4H5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r51,4,Literacy,2027-02-01,23,needs_additional_source_material,FOURTH,51,U4: Sessions 21-26 | U4W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r51,4,Math,2027-02-01,23,needs_additional_source_material,FOURTH,51,Unit 4: 4.NR.5.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r51,4,Science,2027-02-01,23,needs_additional_source_material,FOURTH,51,S4L1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r51,4,Social Studies,2027-02-01,23,needs_additional_source_material,FOURTH,51,Unit 5: SS4H5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r52,4,Literacy,2027-02-08,24,needs_additional_source_material,FOURTH,52,"U4: Sessions 27-30, U5: Session 1-2 | U4W6","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r52,4,Math,2027-02-08,24,needs_additional_source_material,FOURTH,52,Unit 4: 4.NR.5.3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r52,4,Science,2027-02-08,24,needs_additional_source_material,FOURTH,52,S4L1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r52,4,Social Studies,2027-02-08,24,needs_additional_source_material,FOURTH,52,Unit 5: SS4H5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r54,4,Literacy,2027-02-22,25,needs_additional_source_material,FOURTH,54,U5: Session 3-8 | U5W1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-math-r54,4,Math,2027-02-22,25,needs_additional_source_material,FOURTH,54,Unit 4: 4.MDR.6.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-science-r54,4,Science,2027-02-22,25,needs_additional_source_material,FOURTH,54,S4L1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-social-studies-r54,4,Social Studies,2027-02-22,25,needs_additional_source_material,FOURTH,54,Unit 5: SS4H5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-4-literacy-r57,4,Literacy,2027-03-01,26,needs_additional_source_material,FOURTH,57,U5: Sessions 9-11 | U5W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
